fund_id,company,document_type,categories,text
SE0010127928,Skandinaviska Enskilda Banken AB,news,Corruption and bribery,swedish seb bank fined poor antimoneylaundering measure sweden seb bank pay sek billion u million administrative fine failing provide adequate antimoney laundering aml measure subsidiary baltic country swedish financial watchdog announced last week bank involved massive money laundering scandal first engulfed denmark largest lender danske bank whose estonian branch found processed suspicious transaction worth billion dollar fund allegedly belonged russian money launderers sweden financial inspection started probing seb coordination authority estonia latvia lithuania investigation wrapped showed seb subsidiary bank baltic exposed elevated risk money laundering investigator concluded customer higher risk money laundering made substantial portion subsidiary bank business volume transaction statement financial inspection said therefore bank deficiency identifying managing risk money laundering associated nonresident customer resident customer nonresident owner according fi bank done little late fis director general erik theden said seb bank said analyse country financial watchdog decision always strive adhere current regulation high internal standard continuously develop bank ability prevent detect report suspected money laundering type financial crime seb president ceo johan torgeby said reacting fis sanction work added highest priority never end least since crime constantly find new way
SE0010127928,Nordea Bank Abp,news,Corruption and bribery,leaked audit show nordic bank dnb nordea ignored money laundering red flag year confidential banking document obtained occrp show dnb nordea ignoring risk red flag banked shady client baltic branch shifted billion suspicious transaction key finding may auditor concluded investigation highrisk client luminor formed merger baltic branch dnb nordea discovered billion may laundered suspect account legacy bank first report found billion euro problematic transfer including unexplained wire activity billion euro warranted investigation said audit never revealed detail dozen questionable client banked nordea dnb including oligarch suspected money launderers finnish bank nordea norwegian bank dnb announced would merge estonian latvian lithuanian branch form luminor would become thirdbiggest bank baltic state million client luminors chairman said following year merger brought together six nordea dnbs division across region would lead better opportunity local paper deal tantalizing giant american investment fund blackstone bought percent stake luminor leaving nordea dnb percent unfolding occrp danish newspaper berlingske exposed vast money laundering operation baltic operation danske bank initially meant form part dnbnordea merger dropped result scandal pressed finnish medium thenceo nordea casper von koskull denied bank issue baltic branch never suspicion money laundering luminor amount international transaction bank small told newspaper helsingin sanomat october occrp obtained two neverreleased audit report found billion dollar may laundered nordea dnb bank merger report concluded may team internal auditor usbased consulting company alvarez marsal combed decade worth record covering trillion euro transaction six bank merged first audit identified billion euro problematic transfer including highvolume transaction counterparties associated potential financial crime scheme unexplained wire activity shell company adverse medium billion euro warranted investigation said credit priit simsonekspress meedia former ceo luminor erkki raasuke ordered audit bank seeing fallout danske bank money laundering scandal auditor finding detailed dozen shady client banked nordea dnb including suspected money launderers russian oligarch erkki raasuke thenceo luminor said ordered report seeing fallout danske bank money laundering scandal realized must answer asked point question whether liked answer must said yet report explosive finding never made public head transparency international lithuanian branch sergejus muravjovas said weve got red flag data show likely problematic situation muravjovas told occrp question resource reporting miscommunication simply consequence bank culture risky action since big money principle tolerated luminor said bank engaged relevant regulator throughout development report shared finding appropriate bank declined confirm carried investigation audit said didnt find systemic weakness approach managing customer risk part review nordea didnt respond specific question reporter emphasized need closer collaboration bank authority identify prevent financial crime measure authority bank owned baltic spokesperson dnb told aftenposten allowed reveal investigation indication money laundering transaction reported police dnb client bribed fsb money june prominent russian opposition politician nikita belykh walked moscow restaurant short later arrested euro cash laid table front pile money part euro bribe belykh convicted receiving regional governor russia though belykh maintained money meant local project russian court sentenced eight year prison man met restaurant testified man german citizen named juri sudheimer confessed last year swiss investigator interviewed fraud case brought former business partner money gave belykh came agent russia security service fsb fraudster forced give money sudheimer said according transcript obtained siena bribe received nikita belykh belong fsb money contacted reporter sudheimer said phrase fsb money taken context though explain action investigation carried accordance law procedure russian federation office said statement sudheimers engine lubricant company sct lubricant also client dnb lithuania one luminor audit found russia wasnt repressive regime worked according auditor sct lubricant used account dnb business oil refinery belonging belarus government called naftan naftan sanctioned u august lukashenko launched brutal crackdown dissident following disputed election audit found sct lubricant made million euro worth transaction naftan dnb lithuania account date continuing september dimitri ignatov sct lubricant ceo said european union sanction imposed month company violated dealt naftan company said bought raw material naftan complies requirement international sanction set lithuania eu united nation united state total auditor found billion euro flowed sct lubricant dnb account flagged million euro potential exposure due money laundering concern identifying multiple payment commonwealth independent state large money flow tax haven included transaction worth million euro million dnb account four shell company st anne limited yispi trading inc efi partner sa yispi efi partner llp including million sct lubricant paid yispi trading total million moved company auditor could find reasonable explanation sct lubricant dealing company banked financial secrecy switzerland reporter established point connected sudheimers company muravjovas transparency international lithuania said transaction treated least indicator highrisk activity offshore company involved already red flag muravjovas said sct lubricant said manufacturer making product export large financial operation foreign company common company commercial activity financial operation conducted based contract document said statement company said never informed probable alleged risk related money laundering operation saying information reporter found audit true reliable internal audit report stated board decision needed order assess risk identified sct lubricant ignatov scts ceo confirmed company stopped banking luminor said mutual decision didnt argue simply parted way said luminor said extensive antimoney laundering control place fully committed ensuring compliance policy process reflect latest learning ongoing global fight money laundering dnb told aftenposten owner experience luminor worked actively time strengthen effort financial crime money laundering development dnb supported hood sct lubricant data show dealing anonymous shell company routine sct lubricant including business appeared wellknown money laundering operation auditor found ukbased llps registered similar address sending wire multiple client eightytwo wire related sct lubricant included million dollar worth transaction company exposed known moneywashing scam reporter also found connection company huge money laundering scheme known laundromat occrp discovered operating azerbaijan russia leaked banking data show sct received payment seabon ltd major money vehicle exposed occrps azerbaijani laundromat investigation auditor also found least two company appeared azerbaijani laundromat data meanwhile sudheimers lithuanian venture received multiple payment two suspect company diron trade llp wontep invest llp diron surfaced medium report one company used vast russian money laundering scheme uncovered late sergei magnitsky wontep report said owned two belizeregistered company auditor noted controlled uk company azerbaijani laundromat sct lubricant said company relationship transaction mentioned company checked banking statement none company mentioned made payment account sct lubricant statement said company business sct lubricant included multiple firm affiliated erik vanagels inta bilder two wellknown latvian proxy used set hundred shell company many money laundering tie scts ceo dimitri ignatov said could comment dealing tell working entire world receiving money across globe said sanction sars client profile audit report showed nordeas latvian branch also banked russian oligarch sanctioned ukraine following invasion crimea included alexey mordashov billionaire chairman main shareholder steel mining giant severstal russianbelarussian tycoon dmitry mazepin recently controlled chemical company uralchem also sanctioned year u eu following russia invasion ukraine one relationship manager nordea estonia worked regularly representative group company belonging yuri butok former lieutenant colonel soviet army onetime head russian central bank estonia branch representative requested work particular relationship manager bank made unusual cash deposit significantly higher current salary audit said total found butoks company able move million euro nordea estonia even though employee paid tax physical headquarters auditor discovered luminor estonia filed suspicious activity report known sar country financial regulator relationship manager already left bank point estonia financial supervisory authority referred medium vague press release onsite inspection luminor concluded august required bank improve antimoney laundering system another sar one filed deutsche bank flagged one butoks company cosmoflop u regulator report come document financial crime enforcement network leaked buzzfeed news investigated medium project coordinated international consortium investigative journalist known fincen file deutsche bank conducted transaction nordeas behalf correspondent bank raised concern million cosmoflop transferred payment multiple company deutsche bank said asked information nordeas headquarters never responded fact according luminors internal audit nordea received least request authority butoks operation indeed bank investigated alert related transaction submitted sars estonian financial intelligence unit fiu still nordea banked butok five year beginning offload late time luminor merger announced butoks final bank account closed march butok confirmed reporter luminor closed account saying tried failed appeal decision reporter pressed information hung phone nordea declined comment individual customer said bank accept used platform money laundering nordea pride aiming positive force society come combating financial crime prevent money laundering spokesperson said written comment internal luminor audit also revealed overly close relationship one nordea estonia relationship manager man named erik lidmets lidmets previously headed infamous international banking division danske bank estonia business part ongoing criminal investigation billion suspicious transaction investigator believe lidmets helped set system laundered fortune bank fired auditor found nordea relationship manager previously worked lidmets another credit institution likely referring danske bank nordea banker dealt lidmets role board member bank realestate client paavli estate paavli estate owned two russian businessmen whose bank russia shuttered money laundering suspicion audit found nordea employee never reported conflict interest working lidmets fact banker question left luminor prior investigation separate conflict interest another customer leaking confidential information collusion client relationship manager classic example baltic bank helped facilitate money laundering banker center money laundering probe danske bank sweden swedbank yet estonian police apparently never contacted similar activity nordea luminor luminor submitted sar nordea relationship manager worked butok lidmets estonia fiu whose job decide police intervention warranted fiu declined comment head economic crime bureau national criminal police said never received request investigation lidmets didnt respond reporter query outing oligarch nowhere antimoneylaundering procedure problematic latvia highrisk case study detailed audit total sars sent financial intelligence unit baltic state latvia highrisk customer covering billion euro luminors auditor flagged investigation latvian dnb nordea bank banked least client later dropped luminor among quietly offboarded may auditor concluded work russian oligarch sanctioned ukraine mordashov mazepin luminor also suspended cooperation two problematic client banked latvia one railway company turkmenistan kelk offboarded due concern ceo wanted international law enforcement russian freight company alpa centrum also dropped suspicion helping evade sanction internal audit said alpa centrum acted gobetween million euro transaction ukrainian company russian gas producer named novatek sanctioned u four year earlier kelk respond request comment alpa centrum declined comment today auditor finding never made public despite array problem found bank involved remain adamant fully compliant antimoney laundering regulation nordea maintains ceo von koskull right asserted breach bank best knowledge luminor subject regulatory inspection suspected money laundering bank spokesperson said von koskull longer work nordea told occrp spokesperson said time true still true
SE0010127928,Atlas Copco AB,news,"Supplier management, Exposure to controversial weapons",russian nuclear weapon manufacturer use swedish technology twelve russian state nuclear weapon manufacturer use technology swedish industrial company investigation swedish newspaper expressen found equipment company sandvik skf atlas copco sold supplied organisation country nuclear weapon programme document show case technology acquired russia company russian subsidiary instance russian distributor annexation crimea following sanction imposed eu sweden forbidden sale product military use russia however internal investigation atlas copco confirmed company found deal violated rule according expressen metalworking technology particular attractive russian nuclear manufacturer deal include precision cutting equipment lathe mill drill heavy stone swedish product compressor equipment also russian nuclear manufacturer shopping list take seriously russian company violated internal regulation said sara hgg liljedal communication director atlas copco email response expressen since start invasion ukraine february russia several time hinted capacity use nuclear weapon nuclear arsenal high alert however dmitri peskov kremlin spokesperson declared tuesday march russia considering using nuclear weapon call special military operation ukraine reiterated position use weapon would follow threat existence
SE0010127928,Vestas Wind Systems A_S,news,Supplier management,fortum chase million vesta russia wind project copenhagen april reuters finland fortum fortumhe open new tab said wednesday begun arbitration proceeding vesta vwsco open new tab payment made danish wind turbine maker russian project terminated due sanction statecontrolled utility said made sizeable advance payment wind turbine vesta new european union sanction introduced russia invasion ukraine last year vesta deliver contractual obligation yet refused repay advance payment projectrelated cost fortum said statement vesta said earlier fortum seeking million euro million compensation sanction prevented delivering installing servicing turbine four wind power plant fortums russian subsidiary wedf western nation piled sanction russia following invasion ukraine last year vesta said invoked sanctionsspecific clause contract wedf giving party right terminate contract vesta said clause explicitly included sanction russia adding would vigorously defend described meritless arbitration danish company said time eu imposed sanction russia already manufactured portion wind turbine component value far excess advance payment received essence vesta assumed risk cost producing component receiving full payment fortum assumed risk cost making advance payment receiving component said fortum said left option arbitration month fruitless discussion vesta taken dispute arbitration international chamber commerce stockholm loss understand longstanding business partner vesta would suddenly question adherence eu sanction case fortum general counsel nora steinerforsberg said statement vesta announced march last year would halt mw order turbine wedf ordered september
DK0060607737,Apple Inc,news,"Pollution, Waste, Chemical",california apple manufacturing facility potential violation epa regulation apple manufacturing facility santa clara california misclassifying hazardous waste dozen potential violation environmental regulation according report environmental protection agency report released friday found site also improperly treating corrosive chemical filtering airborne compound report epa said part ongoing investigation facility come two inspection visit apple santa clara manufacturing plant august one followup visit january based tip complaint public detail potential violation epa hazardous waste regulation five apple resolved early september many still outstanding end april report issued epa published document website last week report describes plant electronic computer manufacturing facility apple acquired warehouse part wider expansion area bloomberg reported company developing microled screen santa clara facility report detail series violation government expects apple fix range labeling waste canister claiming without justification waste subject federal regulation inspection found apple gallon hazardous solvent waste tank labeled content improperly treated stateregulated hazardous waste certain substance state california covered federal resource conservation recovery act rcra substance called nonrcra hazardous waste nrhw california waste include substance contain mercury corrosive solid thing toxic anything except federal toxicity date apple provided evidence regarding spent solvent determined california waste epa report stated agency determined waste tank characteristic ignitability managed minimum eparegulated ignitable substance report initial observation epa inspector final determination fact liability epa spokesperson told medium email final determination epa cannot comment ongoing investigation federal law provides penalty corrective action upon final determination noncompliance ongoing investigation epa cannot comment epa inspection requested ashley gjvik former apple employee fired allegedly leaking intellectual property filed dozen legal complaint company alleging labor law violation retaliation recently filed page lawsuit company majority dismissed monday gjvik posted epa report x naming person responsible tipping agency inspection also found apple improperly calculated effectiveness activated carbon filter used prevent hazardous chemical leaking air purpose activated carbon box capture vocs volatile organic compound introduced solvent exhaust system prior vapor released directly atmosphere two general exhaust stack report stated based information provided epa appear facility properly tested activated carbon purpose disposal apple also appear included solvent waste stream calculating breakthrough time activated carbon box ensure vocs released atmosphere onsite report continued epa observation apple likely account airborne waste determining filter would broken need replacing meaning possible compound escaped worn filter potential violation lie fact apple mischaracterizing filter stateregulated hazardous waste provided epa evidence filter qualify less stringent categorization hazardous waste according report gallon canister activated carbon attached gallon waste tank also treated nrhw since december without proper justification report found report continued say apple also improperly shipped filter nrhw may resulted improper treatment disposal waste stream federal regulation apple respond request comment epa found fivegallon container corrosive waste ph report stated apple appear performed waste determination spent waste qualifies regulable federal standard ph moreover apple appear permit treat solvent corrosive waste gallon carboy unit report state apple additionally missing multiple daily inspection record label numerous waste container
DK0060607737,Broadcom Inc,news,Supplier management,samsung accuses broadcom violating antitrust rule lawsuit samsung electronics filed federal lawsuit chip supplier broadcom inc accusing san jose califbased company violating federal antitrust law lawsuit filed monday u district court northern district california claim broadcom preventing samsung switching supplier critical component used flagship galaxy phone suit alleges broadcom created tying arrangement force samsung purchase essential cellphone component wifi gps chip exclusively broadcom samsung source component broadcoms competitor would still required pay broadcom according lawsuit samsung argues arrangement effectively eliminates competition coerces monopoly situation unable consider utilize competitive option market lawsuit contends practice broadcom violate federal antitrust law designed promote fair competition protect consumer monopolistic behavior legal action could significant implication tech industry especially highlight ongoing tension major technology firm supplier
DK0060607737,Microsoft,news,"Greenhouse gas emissions, Renewable energy",microsoft microsofts dirty supply chain holding back climate ambition verge reviewed dozen emission report microsofts supplier found power entire operation fossil fuel early microsofts ceo satya nadella hopped relatively small stage announce big news world tech giant determined reach carbon negativity removing even carbon emits decade cutting emission direct operation also across whole supply chain yet last part set gargantuan challenge following year one microsofts electronics supplier taiwanbased company called chicony electronics opened new factory thailand expanded plant china upgraded facility production grew sort snowball effect buy thing hire service footprint expanded fact new service chicony reported percent increase emission end year total co emission gone roof hitting almost percent increase previous year chicony one several case microsofts supplier necessarily aligned tech giant climate target two year setting carbon negativity goal microsoft struggled limit supplier use fossil fuel become word company sustainability report ultimate decarbonization challenge verge reviewed emission inventory selected random microsofts list top supplier using voluntarily submitted data nonprofit disclosure system cdp microsofts supplier making progress cleaning carbon footprint actually increased emission since company announced big climate ambition new good service chicony electronics increased emission percent report cdp state due expansion thailand china sebastin rodrguez supplier even single contract power factory electricity renewable source mean electricity consumption main source emission coming fossil fuel verge analyzed small sample compared microsofts thousand supplier data gathered show many havent necessarily complied tech giant netnegative target case analyzed microsofts top supplier reported rise emission ended reflecting tech giant emission report microsofts supply chain emission grew percent reach metric ton co amount similar country panama entire footprint emission continued grow slower rate still controlling supply chain emission exclusively microsofts challenge big tech company highly reliant fossil fuel across product life cycle supply chain according report greenpeace top ranked consumer electronics brand apple made significant progress cleaning supply chain report said company achieved supporting supplier reaching percent renewable energy adding close gw new power across supply chain microsoft even made progress reducing emission direct activity company one three big tech company analyzed greenpeace alongside apple google managed go percent renewable direct operation however emission tiny less percent total footprint compared supply chain footprint like tech giant microsoft struggled said reena skribbe climate policy analyst thinktank newclimate institute remains unclear microsoft plan reduce supply chain emission said sector like transportation fossil fuel industry direct impact global emission big tech footprint important sheer size said glen dowell senior director mba program cornell university corporate responsibility researcher increasingly daily life interfacing company theyre trying get share time every second use accounted energy dowel said interview verge absolutely possible reduce tech supply chain emission line degree celsius pathway wont happen unless tech giant like microsoft target percent renewable energy across supply chain said greanpeaces east asia global tech project lead xueying wu referring global temperature rise limit imposed paris agreement verge contacted microsoft comment company declined respond dirty chain microsofts value chain messy complicated divided five general stage sourcing raw material basically mining processing mineral turning component part assembling component last stage microsofts finished product laptop tablet gaming console directly buy emission calculation also take account energy consume using product disposal microsoft factory different country whole process involves ten thousand supplier million customer using product according company report result despite company effort emission go supplier dont cooperate often dont fourteen microsofts top supplier reviewed verge reported increase emission several cited covid pandemic major disruptor hynix south korean semiconductor manufacturer stated increased use computer laptop smart device caused covid increased demand dram nand chip resulting increased greenhouse gas emission company reported gross sale billion percent rise previous year time emission increased percent reply verge hynix said increased renewable energy portfolio particularly china managed lower direct emission operation figure still thirdparty verification account full life cycle product large supplier also said pandemic led rise emission intel world secondlargest chipmaker reported percent emission increase previous year mainly due getting sale reply verge company said emission direct operation decreased percent following year part due using larger amount renewables power plant qualcomm world thirdlargest chipmaker reported percent increase saying created new facility increased emission least two occasion supplier one single renewable energy purchase mean electricity fuel consumption came fossil fuel taiwanese battery manufacturer dynapack reported zero renewable consumption even though company aiming achieve percent end decade also case taiwanese manufacturing supplier avc consumed energy fossil fuel dynapack want hit percent renewable energy currently percent renewable energy consumption according cdp report supplier claim use renewable energy operation werent really using much south korea hynix taiwan chicony reported percent energy came renewables hynix claim increased renewable energy portfolio percent data yet publicly available due published july many case however accessing renewables easy many country enough clean energy supply large operation avc example stated report factory southern china access renewable electricity yet microsoft made effort offset issue adding renewables several country national grid ireland company added mw onshore wind solar equivalent percent country target renewable electricity produced private corporation still company request supplier contrast nine microsofts supplier reviewed verge reported progress lowering emission case achieved buying electricity different place avx japaneseus microprocessor manufacturer noted last year adopted new solar power source increased purchase green power u europe taiwanese manufacturer avc consumed mwh energy home u year fossil fuel according cdp report case reviewed supplier reported biggest source emission came electricity consumption use fuel facility two common source oil gas verge contacted supplier mentioned story received response intel hynix getting strict microsofts strategy toward net zero ambitious beyond reaching net zero company want suck carbon atmosphere emits every year expert consulted verge say would require stricter effort part address direct emission company purchased gw lowcarbon energy also made significant gamble carbon removal microsoft already remove million metric ton co emission carbon offset longterm ambition five time greater aiming remove million metric ton carbon co absorbed costa ricas forest every year short term microsofts carbon removal come forestry project according offset report type project gained criticism recently adding new emission reduction time catching fire microsoft say report generates concern long project last without degraded long term tech giant bet even complex riskier microsoft signed year deal swiss company climeorks build machine suck carbon air store basalt rock method company claim already achieving result technology however unproven scale un recently discouraged use offset emission direct emission straightforward solution microsofts approach toward supply chain emission less clear expert consulted verge said tech sector particularly global supply chain cornell dowell explained make difficult even trace part microsoft cant directly control supplier operate company enforce tighter regulation said wu greenpeace skribbe newclimate institute agreed july microsoft updated supplier code conduct require supplier cut carbon emission percent step right direction detail still uncertain srkibbe said one example remains unclear whether supplier rely carbon offset achieve target instead directly replacing fossil fuel renewables said microsoft require supplier achieve percent renewable energy support transition wu said big tech company similarly complex chain found effective way help supplier decarbonize wu said apple example created incentive supplier percent renewable energy target mobilized use clean energy product still company code conduct explicitly require reach percent renewable energy microsoft built new renewable energy several country national grid similar program incentive supplier major global player microsoft unique position allows significantly increase pressure supplier reduce emission responsibility microsoft show serious reducing emission skribbe said company much market power cannot influence climate ambition supplier dont know could added
DK0060607737,Alphabet Inc,news,"UNGC principles, Human rights",sp esg violation spotlight alphabet amazon meta current dynamic business world embedding environmental social governance esg principle company policy increasingly critical shift reflects growing awareness among investor consumer regulatory body impact corporate activity environment society integrity governance practice sp leading index largecap u equity often forefront scrutiny assessing well company adhere esg standard article explore esg terrain sp concentrating specifically alphabet amazon meta three company encountered notable esg challenge january st december th analysis grounded thorough analysis global news source underscoring critical need proactive risk management strict compliance esg standard current highly interconnected closely observed corporate world significant esg violation event alphabet amazon meta sp leveraging advanced data analytics meticulously combed extensive datasets unearth crucial insight esg environmental social governance violation encountered company sp focus three company significant esg violation event alphabet amazon meta semantic vision system effectively aggregate analyzes critical information source providing detailed view esg challenge impact corporation alphabet google anticompetitive practice alphabet google faced event key incident occurring december th date google experienced significant legal setback lost antitrust lawsuit epic game play store practice jury ruled google payment system app distribution policy anticompetitive decision could farreaching implication tech giant app store operation verdict represents win epic game potentially broader game developer community challenging major pillar google technology empire unethical practice noncompliance alphabet google encountered event significant incident unfolding november th company filed lawsuit five anonymous individual individual deceived user downloading malware masquerading google ai chatbot bard highlighting emerging challenge ai industry poor business practice course year google contended event particularly significant one november th investigation menopause supplement sold platform probe revealed many prominently featured search result marked sponsored product contain claim posing potential health risk event underscore challenge tech company face regulating ensuring safety product sold online marketplace amazon unethical workplace practice amazon faced notable event pivotal incident november th occurring black friday worker gmb union coventry site staged walkout action amid longstanding pay dispute part larger global movement protest europe u marking significant challenge amazon pay practice anticompetitive practice amazon encountering significant event faced notable development november rd along meta resolved separate uk antitrust investigation competition market authority accepted commitment cease practice giving unfair advantage merchant customer marking significant compliance milestone tech industry regulatory landscape unethical practice noncompliance amazon experienced significant event notable legal confrontation november th new detail emerged antitrust lawsuit filed u federal trade commission state september detail revealing alleged illegal tactic suppress competition reinforce amazon market dominance mark pivotal juncture regulatory scrutiny within tech sector meta data privacy concern meta experienced event significant event prominent legal challenge december th spanish medium outlet launched million lawsuit led aeepp fape lawsuit accuses meta digital privacy right violation representing critical point examining company approach user data security privacy poor business practice meta contended event throughout year significant event november th lawsuit filed u state legal challenge revealed lessredacted court document california accused meta designing social medium feature addict child teen thus profiting distress exacerbating youth mental health crisis lawsuit represents significant moment reckoning tech industry responsibility towards young user human right concern meta faced event year major event december th unfolding new mexico attorney general filed lawsuit alleging facebook instagram become hub child predator lawsuit includes stark accusation platform used sharing exploitative material soliciting minor claim meta failed make voluntary change protect young user significant legal action challenge metas safety protocol accusing deceptive practice creating public health hazard marking crucial point contention company management platform conclusion extensive analysis environmental social governance esg violation within alphabet amazon meta throughout shed light complex challenging nature esg compliance within sp index finding derived comprehensive review global news source advanced ai technology reveal significant hurdle tech giant face integrating esg principle business model variety event company encountered including anticompetitive practice unethical workplace practice data privacy concern demonstrate multifaceted nature esg landscape alphabet issue related fair competition ai ethic well product safety concern indicated need enhanced ethical oversight governance amazon challenge marked worker treatment fair business practice highlighted necessity improved labour policy equitable market conduct metas struggle data privacy platform safety emphasized urgency protecting user data ensuring wellbeing platform user particularly young people occurrence isolated part larger trend underscore importance proactive risk management stakeholder understanding event crucial offering deep insight potential risk implication failing comply esg standard event encompassing wide range esg issue highlight critical need corporation adapt strategy operation continually summary event faced alphabet amazon meta serve compelling illustration ongoing challenge aligning large tech company operation robust esg standard company illustrate integrating esg principle business practice crucial maintaining regulatory standard also ensuring sustainable responsible business operation explore semantic vision service see benefit expertise comprehensive data analysis equip business navigate challenging everchanging esg landscape
DK0060607737,Nvidia,news,Corruption and bribery,nvidia sued author ai use copyrighted work march reuters nvidia nvdao open new tab whose chip power artificial intelligence sued three author said used copyrighted book without permission train nemo open new tab ai platform brian keene abdi nazemian stewart onan said work part dataset book helped train nemo simulate ordinary written language taken october due reported copyright infringement proposed class action filed friday night san francisco federal court author said takedown reflects nvidias admitted trained nemo dataset thereby infringed copyright seeking unspecified damage people united state whose copyrighted work helped train nemos socalled large language model last three year among work covered lawsuit keenes novel ghost walk nazemians novel like love story onans novella last night lobster lawsuit drag nvidia growing body litigation writer well new york time generative ai creates new content based input text image sound nvidia tout nemo fast affordable way adopt generative ai company sued technology included openai created ai platform chatgpt partner microsoft msfto open new tab ai rise made nvidia favorite investor santa clara californiabased chipmakers stock price risen almost since end giving nvidia market value nearly trillion case nazemian et al v nvidia corp u district court northern district california
DK0060607737,Taiwan Semiconductor Manufacturing Co Ltd,news,"Workplace safety,Human Rights,Employee relations",tsmcs labor practice draw serious concern arizona company new chip plant allegedly plagued worker abuse tsmcs new expansion arizona received serious scrutiny engineer industry insider myriad example poor treatment worker report nonprofit news site rest world article claim company culture chronic overwork cruel managerial style poor treatment engineer taiwanese plant ported poorly american labor force leaving new plant perceived abuse taiwan darling come u tsmc world leader advanced chipmaking major recipient biden administration chip act receiving billion dollar u government exchange bringing semiconductor production united state corporation position largest company taiwan concern western power fear conflict china could potentially hurt ability source tsmc chip result government aggressively courting tsmc open production u tsmcs billion stature grown largest company native taiwan earned godlike reverence called divine mountain guard nation citizen result taiwanese workforce willing make sacrifice sake company hour workday extend weekend common harsh treatment manager expected call worker outofhours reportedly threaten firing punishment relatively minor failure work culture survive taiwan tsmc pinnacle engineering job american engineer introduced friction occurs quickly labor abuse drive away new workforce american engineer brought taiwan back trained tsmc chip production two new expansion plant arizona originally set opened would begin operation report say american engineer shocked encounter hour workday highpressure environment one engineer asked manager task highest priority met response everything priority inability prioritize job instead expect furious intensity every task matter large decried american poor management lead inefficiency intense expectation feature company culture according founder morris chang chang quoted rest world saying machine break one morning u fixed next morning taiwan fixed marriage impossible timeline pounded visiting american engineer stress test assignment announced week even day ensure american engineer could sacrifice personal time like taiwanese worker production arizona fabs progressed far enough american worker brought back stateside along taiwanese coworkers construction ran many delay fabs currently around year behind schedule many american left tsmc training phase taiwan retention fell returning america finding company work culture remained even new plant engineer expected work production line found tasked taking garbage construction worker taiwanese manager even reportedly receive training yelling worker public didnt stick worker claim engineer found fake test result production wafer order meet impossible expectation tsmcs future u taiwanese worker become accustomed workforce right violation american worker used complaining quitting condition able fully mesh american complain asian culture glassdoor taiwanese engineer consider native coworkers arrogant carefree friendly fire worker heartbreaking know enemy situation fellow worker corporation enables workplace abuse tsmc expected slow anytime soon even worker right abuse drawing ire able charge consumer higher price madeinamerica part figure chip act funding alone provide ample incentive keep trying make phoenix expansion work hopefully time come better workplace engineer situation direct quote engineer question read rest world original story tsmc consider reading tsmc helping taiwan wake recent earthquake
DK0060607737,Eli Lilly and Co,news,Chemical,exclusive u fda find new manufacturing lapse eli lilly plant washington jan reuters u inspector recently uncovered new manufacturing problem eli lilly llyn open new tab plant scrutiny federal investigator according government record obtained reuters u food drug administration inspection july lillys branchburg new jersey plant detected eight separate deficiency included problem tracking manufacturing process quality control well lapse calibration equipment failure properly maintain facility equipment inspection report show inspection report reuters obtained freedom information act request partially redacted remove name product affected lilly said statement reuters company asked fda allow additional flexibility manufacture migraine treatment emgality different production line needed future fda inspector visit plant followed request resulted observation case either addressed inspection already progress program improvement lilly said importantly situation affect quality safety supply current planned lilly product marketplace drugmaker said product made facility impacted inspection fda declined comment drug produced plant include widely used diabetes medicine trulicity well cancer treatment erbitux cyramza lilly become world valuable healthcare company market capitalization share rose last year surging demand mounjaro diabetes drug also powerful obesity treatment drug approved weight loss brand name zepbound u late last year lilly said statement tirzepatide active ingredient mounjaro zepbound manufactured branchburg plant yet indianapolisbased drugmaker cited multiple time manufacturing problem u plant last year reuters reported branchburg facility subject u department justice probe following separate reuters story detailed allegation poor manufacturing practice data falsification lilly justice department declined comment status inquiry concerning problem three regulatory expert reviewed new inspection report described recent lapse serious like whackamole plant company seems address one set problem serious concern keep popping said steven lynn former head fda office manufacturing product quality report described inadequate protection electronic record detailing manufacturing process could leave company open potential data manipulation inspector also cited inadequate training staff testing sample drug example missing sample meant show stability medicine release company failed address missing sample timely manner report noted one particularly concerning finding suggested neglect equipment facility overall said one expert government official knowledge manufacturing issue instance inspector noted discoloration container used purify active ingredient drug could lead contamination said expert want named authorized speak medium former fda official lynn agreed problem concerning especially issue electronic tracking system meant ensure test result lab activity cant changed someone three expert interviewed reuters said fda could categorize lapse serious official action indicated responds inspector finding fda declined comment timing response however ultimate rating inspection could less severe company already taking robust corrective preventive action ensure quality drug made facility lynn said late last year lilly former employee agreed settle lawsuit worker claimed terminated pointing poor manufacturing practice data falsification according court filing lilly denied allegation
